Accounts Payable,Accounts Receivable,Add'l income/expense items,After Tax ROE,Capital Expenditures,Cash Ratio,Cash and Cash Equivalents,Changes in Inventories,Common Stocks,Current Ratio,Depreciation,Earnings Before Interest and Tax,Earnings Before Tax,Fixed Assets,Gross Margin,Gross Profit,Income Tax,Intangible Assets,Inventory,Liabilities,Long-Term Debt,Net Borrowings,Net Cash Flow,Net Cash Flow-Operating,Net Cash Flows-Financing,Net Cash Flows-Investing,Net Income,Net Income Adjustments,Net Income Applicable to Common Shareholders,Net Income-Cont. Operations,Net Receivables,Operating Income,Operating Margin,Other Assets,Other Current Assets,Other Equity,Other Financing Activities,Other Investing Activities,Other Liabilities,Other Operating Activities,Pre-Tax Margin,Pre-Tax ROE,Profit Margin,Quick Ratio,Retained Earnings,Sale and Purchase of Stock,"Sales, General and Admin.",Total Assets,Total Current Assets,Total Current Liabilities,Total Equity,Total Liabilities,Total Liabilities & Equity,For Year,Earnings Per Share,Estimated Shares Outstanding,Total Revenue
425902000,-10709000,620000,14,-37644000,97,610430000,6349000,1021000,241,201287000,1000093000,921456000,110876000,59,2101899000,275423000,1978729000,193766000,-67074000,2190282000,-252079000,150710000,840441000,-298104000,-348105000,646033000,63027000,646033000,646033000,662146000,999473000,28,60288000,45763000,-71927000,-461000,-310461000,90770000,1528000,26,19,18,210,3520201000,13214000,1102426000,8400185000,1512105000,627947000,4755360000,3644825000,8400185000,2014,6.47,99850540.96,3549494000
446293000,30753000,58652000,13,-36260000,108,778511000,-1150000,1028000,225,208397000,1086570000,1002345000,105510000,60,2164646000,306278000,2528996000,189868000,2916000,3264417000,1062868000,168081000,928825000,996242000,-1698332000,696067000,-9094000,696067000,696067000,610313000,1027918000,29,59554000,39355000,-212779000,-1677000,-1662072000,74017000,936000,28,19,19,198,4110530000,21201000,1136728000,10168365000,1618047000,720128000,5298947000,4869418000,10168365000,2015,6.92,100587716.8,3582395000
1422582000,0,0,45,-424434000,46,646761000,-79167000,2207000,143,185491000,1264844000,1264844000,1493284000,28,2709637000,478081000,0,1209237000,90221000,150000000,0,-3074000,979644000,-556994000,-425724000,786763000,10810000,786763000,786763000,80024000,1271751000,13,141476000,94318000,585000,0,-2107000,246815000,-14474000,13,72,8,58,989260000,-460403000,1437886000,3670561000,2031427000,1422582000,1766863000,1903698000,3670561000,2012,3.59,219154039,9721065000
1393057000,0,0,42,-550515000,31,423168000,-47918000,2134000,134,206111000,1343310000,1343310000,1875299000,28,2869429000,506006000,0,1257155000,4029000,150000000,0,-223593000,1022003000,-681788000,-563808000,837304000,32352000,837304000,837304000,72839000,1343063000,13,150629000,101991000,389000,0,-2895000,287567000,-9875000,13,67,8,44,1190747000,-560777000,1526366000,3896797000,1867159000,1393057000,2007302000,1889495000,3896797000,2013,3.93,213054452.9,10230353000
1659368000,0,0,41,-646691000,42,696608000,-115520000,4149000,136,232959000,1485366000,1485366000,2273752000,28,3103721000,560642000,0,1372675000,268681000,395562000,245676000,273440000,1372865000,-460426000,-638999000,924724000,78431000,924724000,924724000,73278000,1488350000,13,160669000,106778000,330000,0,-4329000,279500000,-16410000,13,65,8,53,1421724000,-567063000,1615371000,4687370000,2249839000,1659368000,2279210000,2408160000,4687370000,2014,4.47,206873378.1,11041677000
1602847000,0,0,41,-366960000,48,761602000,-46429000,4023000,148,274828000,1611759000,1611759000,2342906000,28,3363126000,591098000,0,1419104000,-36687000,396025000,0,64994000,1326252000,-898749000,-362509000,1020661000,127375000,1020661000,1020661000,73627000,1624371000,14,152687000,116125000,182000,0,4065000,268168000,-13496000,13,65,9,59,1574982000,-748739000,1738755000,4869119000,2372195000,1602847000,2471991000,2397128000,4869119000,2015,2.53,403423320.2,11939999000
448202000,-38017000,79506000,1,-1503390000,0,252000,-7376000,1626000,72,503947000,193854000,25056000,6137751000,76,1038351000,12054000,0,22315000,20905000,2878185000,878894000,160000,647099000,881619000,-1528558000,13002000,154638000,13002000,1939000,167495000,114348000,8,115206000,137552000,83909000,0,-22846000,148646000,0,2,1,1,67,360990000,28706000,248136000,6728735000,327614000,455143000,2357392000,4371343000,6728735000,2012,0.08,162525000,1367135000
464326000,-21212000,18186000,5,-1165177000,0,348000,3785000,1634000,50,524016000,326136000,149579000,6791221000,72,1316134000,33857000,0,12451000,-25343000,3140516000,245099000,96000,743538000,239994000,-983436000,115722000,146570000,115722000,103442000,231081000,307950000,17,121297000,4421000,6236000,0,187176000,229015000,0,8,6,6,48,450583000,21024000,391707000,7299086000,248301000,495561000,2414452000,4884634000,7299086000,2013,0.71,162988732.4,1832253000
624610000,-5329000,644562000,18,-1212282000,0,448000,-4521000,1687000,89,603750000,1199862000,1030885000,8015154000,70,1436785000,396503000,0,17854000,-21131000,3030824000,-94495000,100000,954135000,291421000,-1245456000,634382000,-253016000,634382000,609786000,188941000,555300000,27,78844000,363049000,0,0,-30360000,284994000,0,50,30,31,86,1058355000,412526000,191802000,8704604000,570292000,639677000,3457429000,5247175000,8704604000,2014,3.81,166504461.9,2042537000
335513000,64704000,-12987000,26,-1035085000,0,471000,-14868000,1693000,125,1200712000,-885923000,-1052362000,6380760000,45,532736000,-338677000,0,33217000,-66667000,2651303000,-446120000,23000,683700000,-464905000,-218772000,-713685000,213504000,-713685000,-736180000,123842000,-872936000,74,72979000,281544000,0,0,815946000,254590000,0,89,38,60,115,317587000,8298000,165318000,6900031000,439074000,351720000,2759658000,4140373000,6900031000,2015,-4.29,166360139.9,1181704000
1220900000,-61600000,2800000,7,-880800000,12,213300000,0,4100000,83,954000000,1211200000,851200000,7036800000,38,3182500000,262100000,315800000,0,40300000,7002400000,-60500000,145700000,1548200000,-468600000,-933900000,588900000,261700000,588900000,586800000,1008300000,1210300000,14,450600000,200300000,3000000,100000,-53100000,2138200000,-235300000,10,11,7,83,2632700000,-63300000,1088100000,19949200000,1421900000,1717100000,7903500000,12045700000,19949200000,2013,1.63,361288343.6,8417200000
1345000000,-54300000,-19100000,7,-862500000,4,75200000,0,4100000,76,984900000,1234000000,885300000,7165300000,36,3160200000,337400000,298900000,0,-28800000,7050800000,-19100000,-138100000,1529800000,-708100000,-959800000,547600000,292600000,547600000,546200000,1052400000,1233100000,14,407900000,263400000,-28900000,-2300000,-97300000,2320400000,-212500000,10,11,6,76,2795000000,-312000000,998400000,20094000000,1391000000,1826000000,7745300000,12348700000,20094000000,2014,1.54,355584415.6,8803300000
1365600000,-15700000,2000000,10,-945600000,2,32400000,0,3500000,67,1050000000,1560800000,1195900000,7552800000,39,3596400000,445500000,246400000,0,29600000,7527400000,497400000,-42800000,1679700000,-239700000,-1482800000,749900000,196000000,749900000,749900000,962900000,1558800000,17,360900000,235000000,-30500000,-7000000,-537200000,2265300000,-330600000,13,15,8,67,3138300000,-338800000,1067000000,20535900000,1230300000,1834800000,7774100000,12761800000,20535900000,2015,2.14,350420560.7,9115000000
1350600000,-52300000,-194100000,8,-927800000,4,67800000,0,3500000,71,1070200000,1337200000,965900000,7588600000,39,3623700000,352700000,182300000,0,24900000,7653100000,93700000,35400000,1847800000,-851200000,-961200000,612600000,369600000,612600000,410300000,994800000,1537500000,16,411000000,221900000,14200000,-182000000,-33400000,2260600000,-177800000,10,13,7,71,3324000000,-354100000,1054500000,20629600000,1284500000,1812000000,7691300000,12938300000,20629600000,,,,9387700000
1939500000,-68300000,123600000,0,-1151200000,60,2575700000,152500000,800000,102,655600000,-201800000,-229900000,3200500000,57,8484500000,-238700000,274800000,1111200000,574300000,1299400000,714500000,1387100000,2908300000,-108200000,-1411200000,8300000,1509100000,8300000,259700000,838700000,-325400000,2,185300000,287700000,67000000,-111000000,-622300000,357700000,76300000,2,5,0,81,4130300000,-340900000,5655800000,11516700000,5471400000,5377300000,4480200000,7036500000,11516700000,2013,0.01,830000000,14866800000
2244200000,-79700000,142700000,39,-1160900000,61,1708400000,14300000,700000,137,748400000,3223800000,3159700000,3519000000,58,9589000000,1092000000,273500000,1090900000,-2562700000,2048300000,748500000,-867300000,607800000,-623300000,-817700000,2068100000,1500000,2068100000,2336400000,948400000,3081100000,19,198900000,285600000,25300000,-84200000,-19100000,392200000,418300000,19,60,13,101,5206600000,-618900000,6086800000,10752900000,4168700000,3038700000,5272000000,5480900000,10752900000,2014,2.75,752036363.6,16447800000
2664300000,-82800000,372500000,47,-1303700000,44,1530100000,-207900000,1500000,109,933800000,3973500000,3903000000,4088300000,59,11375200000,1143700000,520400000,1306400000,308000000,2347500000,238400000,-178300000,3749100000,-2256500000,-1520300000,2757400000,-222800000,2757400000,2946200000,719000000,3601000000,19,415900000,334200000,-199400000,-93600000,-277500000,600900000,261500000,20,67,14,73,5974800000,-1605100000,7130200000,12416300000,3971000000,3648100000,5818000000,6598300000,12416300000,2015,1.84,1498586957,19162700000
2975700000,-55600000,108000000,48,-1440300000,50,2128800000,-67500000,1500000,105,1030100000,4279900000,4198600000,4533800000,60,12804800000,1379700000,516300000,1378500000,227300000,3202200000,1254500000,598700000,4575100000,-1750000000,-2222900000,2817700000,373100000,2817700000,3135900000,768800000,4171900000,20,417700000,350000000,-108400000,-114400000,24900000,689700000,248800000,20,71,13,74,5949800000,-1834900000,7970300000,14329500000,4760500000,4546900000,5884000000,8445500000,14329500000,2016,1.91,1475235602,21315900000
740000000,5000000,38000000,10,-1077000000,4,72000000,-53000000,0,84,412000000,897000000,602000000,11296000000,34,1422000000,182000000,0,440000000,173000000,4949000000,420000000,43000000,839000000,260000000,-1056000000,420000000,171000000,420000000,420000000,791000000,859000000,21,1464000000,224000000,0,0,0,1830000000,-289000000,14,14,10,60,0,97000000,207000000,14616000000,1527000000,1811000000,4154000000,10462000000,14616000000,2012,3.2,131250000,4176000000
782000000,-38000000,81000000,10,-1106000000,9,136000000,21000000,2280000000,99,450000000,991000000,694000000,12061000000,34,1508000000,223000000,0,362000000,-115000000,5395000000,-54000000,64000000,1050000000,-40000000,-946000000,471000000,82000000,471000000,471000000,802000000,910000000,20,1596000000,121000000,-60000000,0,0,1928000000,179000000,15,15,10,73,2444000000,295000000,220000000,15164000000,1421000000,1442000000,4664000000,10500000000,15164000000,2013,3.4,138529411.8,4495000000
858000000,-33000000,91000000,11,-1092000000,6,137000000,-62000000,2378000000,87,448000000,1098000000,786000000,12629000000,33,1620000000,248000000,0,361000000,389000000,5497000000,782000000,1000000,730000000,586000000,-1315000000,538000000,65000000,538000000,538000000,838000000,1007000000,20,1969000000,809000000,-75000000,0,0,1935000000,-615000000,16,16,11,72,2684000000,98000000,229000000,16818000000,2145000000,2468000000,4987000000,11831000000,16818000000,2014,3.79,141952506.6,4951000000
991000000,188000000,149000000,14,-1153000000,9,176000000,-16000000,2390000000,71,414000000,1457000000,1139000000,13540000000,38,1666000000,393000000,0,312000000,-192000000,5882000000,-65000000,39000000,1059000000,-360000000,-660000000,746000000,-419000000,746000000,746000000,732000000,1308000000,30,2157000000,158000000,-65000000,0,0,1962000000,338000000,26,21,17,55,3118000000,14000000,234000000,17146000000,1378000000,1952000000,5443000000,11703000000,17146000000,2015,5.22,142911877.4,4380000000
716000000,69000000,83000000,10,-2025000000,2,94000000,80000000,1000000,44,760000000,2040000000,1415000000,19905000000,52,2658000000,370000000,0,309000000,-80000000,10653000000,975000000,-80000000,1938000000,654000000,-2674000000,940000000,135000000,940000000,1045000000,970000000,1575000000,31,1242000000,290000000,1509000000,25000000,107000000,1684000000,-73000000,28,16,19,36,2165000000,527000000,337000000,30587000000,1663000000,3791000000,8972000000,21615000000,30587000000,2012,1.44,652777777.8,5075000000
713000000,-94000000,124000000,12,-1947000000,5,201000000,17000000,1000000,52,787000000,2235000000,1578000000,21829000000,51,2811000000,419000000,0,263000000,60000000,12488000000,2027000000,107000000,2030000000,1316000000,-3236000000,1038000000,300000000,1038000000,1483000000,1336000000,1666000000,30,1385000000,281000000,1241000000,17000000,6000000,1457000000,-199000000,29,19,19,45,2383000000,237000000,373000000,33533000000,2081000000,4039000000,8494000000,25039000000,33533000000,2013,1.55,669677419.4,5518000000
730000000,-9000000,59000000,13,-2028000000,6,215000000,-106000000,1000000,61,809000000,2344000000,1665000000,22307000000,53,3113000000,382000000,0,313000000,13000000,12727000000,418000000,14000000,2221000000,-199000000,-2003000000,1082000000,407000000,1082000000,1443000000,1336000000,1924000000,33,1352000000,468000000,662000000,11000000,-1000000,1401000000,-176000000,28,20,18,53,2541000000,472000000,393000000,33998000000,2332000000,3809000000,8160000000,25838000000,33998000000,2014,1.61,672049689.4,5903000000
768000000,141000000,114000000,3,-2848000000,6,213000000,-40000000,1000000,49,778000000,1257000000,621000000,22918000000,55,2899000000,161000000,0,307000000,83000000,12892000000,861000000,-2000000,2247000000,540000000,-2782000000,196000000,888000000,196000000,-94000000,806000000,1433000000,27,1301000000,322000000,-269000000,-5000000,-32000000,1323000000,-63000000,12,10,4,40,1741000000,878000000,353000000,32923000000,1648000000,3392000000,6526000000,26397000000,32923000000,2014,0.29,675862069,5234000000
1457700000,35500000,-63400000,9,-116000000,37,992400000,22000000,22400000,128,283400000,541200000,180200000,1134500000,34,2589900000,84900000,1016900000,730200000,36300000,4116400000,-180000000,312800000,640400000,-319900000,-113900000,125800000,157100000,125800000,95300000,1652000000,604600000,8,387400000,84900000,-277400000,-30100000,10600000,647900000,137800000,2,13,2,101,302200000,0,1788300000,9176000000,3459500000,2700800000,1414900000,7761100000,9176000000,2013,0.64,196562500,7690800000
624200000,-27800000,-98700000,13,-153900000,17,286400000,-48700000,22500000,152,266700000,554900000,267200000,943000000,35,2687600000,9100000,872200000,688500000,140100000,4282000000,71100000,-703700000,-218800000,-321200000,-126300000,155600000,343200000,258100000,155600000,1405800000,653600000,8,399600000,237900000,-613800000,-110800000,12500000,704100000,-1150400000,3,23,2,112,448500000,-184000000,1849400000,7953200000,2618600000,1727200000,1162800000,6790400000,7953200000,2014,1.22,127540983.6,7750500000
669000000,36700000,-109800000,43,-184000000,19,351700000,-38300000,22600000,123,213300000,653600000,425900000,945700000,37,2586600000,90500000,784300000,660800000,81400000,4266800000,211900000,73000000,982100000,-788700000,-60000000,225400000,154100000,335400000,225400000,912600000,763400000,11,345100000,290600000,-820000000,-129200000,100000000,729000000,199500000,6,81,3,86,675200000,-802000000,1656200000,7405000000,2215700000,1807100000,527100000,6877900000,7405000000,2015,1.63,138282208.6,7031500000
885700000,-33900000,-40100000,80,-275700000,17,363700000,-17100000,22800000,105,214000000,779000000,565900000,1060300000,37,2531600000,79500000,710100000,659900000,228000000,3938300000,-181300000,12000000,906900000,-540900000,-314800000,486300000,77400000,486400000,486300000,1053200000,819100000,12,337300000,138500000,-949100000,-21000000,6900000,671200000,-47900000,8,93,7,73,1040000000,-217000000,1604400000,7389100000,2215300000,2118900000,609700000,6779400000,7389100000,,,,6778300000
1803712000,-33578000,12853000,35,-157112000,46,862590000,19929000,111623000,168,179202000,950097000,907309000,965896000,44,4206226000,276275000,347553000,920324000,-57691000,1632165000,700858000,829894000,887886000,286578000,-342455000,631034000,107734000,631034000,631034000,1159238000,937244000,10,366134000,207086000,1202313000,-21559000,-89565000,934332000,41256000,10,51,7,119,1226467000,-336640000,3264896000,6234737000,3149238000,1876436000,1791804000,4442933000,6234737000,2012,6.15,102607154.5,9534462000
1929058000,-41473000,2306000,42,-166680000,29,744889000,25031000,112902000,125,187794000,1148672000,1085958000,1021383000,45,4616566000,333397000,313299000,970815000,83678000,1122373000,21175000,-117701000,1083766000,-853308000,-338314000,752561000,136299000,752561000,752561000,1202247000,1146366000,11,407975000,240766000,1486351000,-17522000,-76895000,957042000,-60124000,11,61,7,87,1774050000,-699510000,3470200000,6382507000,3158717000,2528557000,1774535000,4607972000,6382507000,2013,7.41,101560188.9,10185532000
1997965000,-80252000,18395000,87,-200545000,2,40732000,-101112000,114525000,96,198945000,1322431000,1258226000,1021030000,46,5164484000,392339000,289127000,1033527000,84702000,1122715000,92236000,-704157000,1081528000,-1467075000,-310050000,865887000,150921000,865887000,865887000,1239652000,1304036000,12,420625000,252869000,1607681000,-24111000,1516000,906201000,-37563000,11,126,8,57,2424674000,-1388594000,3860448000,5706052000,2566780000,2680666000,996470000,4709582000,5706052000,2014,8.95,96747150.84,11129533000
2099243000,-56873000,-4683000,121,-234340000,10,205744000,-40733000,115761000,124,198562000,1610757000,1548966000,1041862000,49,5559226000,495117000,255371000,1018530000,170819000,1920196000,167288000,165012000,1447463000,-980353000,-288633000,1053849000,177053000,1053849000,1053849000,1202158000,1615440000,14,447533000,232442000,1743331000,-42384000,11300000,861890000,-55214000,14,178,9,77,3228876000,-945301000,3943786000,5791855000,2658874000,2141859000,867910000,4923945000,5791855000,2015,11.38,92605360.28,11339304000
712200000,-118400000,0,15,-134200000,35,301000000,-65700000,15700000,348,99800000,560500000,556900000,430400000,39,1537400000,197000000,0,1397000000,27900000,0,0,-186300000,312700000,-308100000,-190900000,359900000,14400000,359900000,359900000,1252500000,560500000,14,148400000,85600000,59500000,-11500000,-56700000,111300000,-5200000,14,24,9,188,2268400000,-265600000,976900000,3719000000,3036100000,871900000,2329900000,1389100000,3719000000,2013,4.37,82356979.41,3983400000
708400000,-189900000,0,14,-152700000,27,247600000,-98400000,15700000,362,110600000,570500000,566500000,487600000,38,1580500000,198500000,0,1488000000,65600000,0,19300000,-49700000,235500000,-124800000,-160400000,368000000,-16300000,368000000,368000000,1435000000,570500000,14,143500000,87000000,-178100000,-9200000,-7700000,121700000,-4100000,13,22,9,196,2812900000,-95400000,1010000000,4029200000,3257600000,900700000,2563100000,1466100000,4029200000,2014,4.59,80174291.94,4209200000
847000000,-212600000,0,14,-220200000,16,193600000,-121600000,15700000,369,133400000,576600000,540600000,665900000,36,2074200000,159300000,447100000,2439000000,185000000,1363800000,827000000,-48700000,283000000,1320900000,-1652600000,381300000,-47000000,381300000,381300000,1633000000,576600000,10,177000000,137200000,-236200000,581600000,-1429200000,230200000,-35500000,9,19,7,165,3135700000,-23700000,1497600000,6214300000,4402800000,1192500000,2810400000,3403900000,6214300000,,,,5736300000
833100000,-233900000,0,15,-226500000,12,137700000,-46000000,15700000,398,150200000,703700000,657800000,727600000,37,2440400000,189900000,427800000,2453900000,93500000,1328700000,-73100000,-52000000,443300000,-266600000,-228700000,467900000,38100000,467900000,467900000,1843900000,703700000,11,213600000,154400000,-273700000,-8300000,0,230500000,-26500000,10,21,7,185,3534600000,-125000000,1736700000,6474400000,4589900000,1152900000,3060700000,3413700000,6474400000,2016,5.89,79439728.35,6550200000
468100000,33200000,300000,11,-206500000,43,256400000,15200000,26600000,267,250900000,910700000,817300000,1142500000,34,2027600000,273100000,3089400000,945500000,8000000,1967800000,-50000000,26700000,855800000,-641000000,-185600000,544200000,-30100000,544200000,544200000,313700000,910400000,15,151800000,79600000,-78400000,-6200000,20900000,331200000,34400000,14,16,9,109,1075500000,-362000000,1020400000,9031800000,1595200000,596800000,5148800000,3883000000,9031800000,2013,5,108840000,5897700000
464000000,6100000,10100000,11,-279500000,17,153500000,15400000,25400000,174,256400000,929100000,849700000,1265600000,36,2031000000,284500000,3024300000,931000000,2900000,1873100000,198400000,-102900000,856000000,-575500000,-370300000,565200000,4600000,565200000,565200000,309400000,919000000,16,133000000,145200000,-52600000,-27400000,-100800000,251000000,5400000,15,17,10,69,1091000000,-508500000,1013100000,9060200000,1539100000,885800000,5029600000,4030600000,9060200000,2014,5.42,104280442.8,5610600000
684600000,21800000,-169100000,5,-247700000,12,125600000,25300000,29900000,194,268400000,602900000,523000000,1678300000,35,1968700000,178100000,6950300000,1163600000,-207300000,5944900000,1166200000,-27900000,733200000,863200000,-1595700000,344900000,172800000,344900000,344900000,430100000,772000000,14,182200000,264600000,-109900000,-24700000,-1348000000,354900000,107300000,9,7,6,80,1159200000,-24300000,1085800000,16806300000,1983900000,1022600000,7086900000,9719400000,16806300000,2015,3.33,103573573.6,5692700000
789200000,-21900000,3700000,10,-201400000,9,109800000,240100000,29100000,130,430100000,1149000000,977900000,1627700000,38,2967800000,289200000,6494400000,899400000,192700000,5146000000,-742000000,-15800000,1458300000,-1496200000,21700000,688700000,-91100000,688700000,688700000,450100000,1145300000,15,197500000,114100000,-148400000,3500000,239100000,386300000,19700000,13,14,9,56,1267700000,-441100000,1614100000,15984100000,1573400000,1213000000,7008500000,8975600000,15984100000,2016,5.77,119358752.2,7811200000
542900000,-75700000,-3900000,17,-70600000,30,217600000,-32000000,67400000,251,76700000,582300000,526200000,392500000,49,1598600000,166700000,190500000,434400000,5200000,858900000,9000000,3100000,392600000,-137800000,-250400000,350300000,69000000,350300000,350300000,1060000000,586200000,18,57200000,84200000,-44800000,-11200000,-37300000,261500000,-10300000,16,25,11,190,2324100000,-53400000,1012400000,4110000000,1796200000,715400000,2113200000,1996800000,4110000000,,,,3237500000
596300000,-94900000,-900000,19,-80600000,18,132900000,-61100000,67400000,259,79500000,683800000,630900000,404500000,50,1733400000,199500000,203300000,475500000,28900000,862700000,-55000000,-84700000,403100000,-212100000,-273200000,421900000,69500000,421900000,421900000,1128700000,684700000,20,47300000,121500000,-248200000,-17100000,-37800000,344200000,-50900000,18,29,12,192,2637200000,-46300000,1048700000,4310100000,1858600000,718700000,2207800000,2102300000,4310100000,2014,7.26,58112947.66,3492600000
587400000,-79300000,-2400000,20,-80400000,14,92800000,-43300000,67400000,267,82500000,762400000,710500000,413500000,51,1818500000,221200000,195000000,497800000,25400000,861700000,-34000000,-40100000,507200000,-236700000,-306400000,478700000,59500000,478700000,478700000,1091900000,764800000,21,44000000,106300000,-364200000,-24300000,-6600000,354200000,-28200000,20,29,13,193,2986900000,-68800000,1053700000,4331100000,1788800000,670200000,2412700000,1918400000,4331100000,2015,8.24,58094660.19,3593100000
621400000,-72900000,-600000,21,-74300000,8,77600000,-32700000,67400000,190,85600000,853600000,801400000,425200000,51,1908300000,244300000,184600000,530500000,-35600000,708800000,134200000,-15200000,576100000,-116000000,-473400000,546400000,84000000,546400000,546400000,1159400000,854200000,23,39900000,116500000,-498500000,-24100000,-155800000,376600000,-11900000,22,31,15,137,3384900000,-78600000,1054100000,4723200000,1884000000,989500000,2617200000,2106000000,4723200000,,,,3711800000
171452000,-4461000,14094000,37,-63416000,173,437525000,0,1489000,588,618416000,988577000,937763000,237308000,74,1696346000,88107000,1050356000,0,39000,1384216000,0,-322567000,614683000,-711405000,-225280000,681478000,-847568000,681478000,742342000,591636000,914373000,40,176833000,455115000,-38862000,6675000,-157039000,237402000,-1399000,41,51,30,588,452598000,-478620000,655473000,4138798000,1484276000,252629000,1820924000,2317874000,4138798000,2012,4.48,152115625,2307182000
177860000,-52691000,-440000,24,-72990000,246,686371000,0,1462000,668,674274000,1039361000,990651000,246350000,72,1831515000,307623000,655009000,0,18440000,1384488000,0,248846000,877194000,-460882000,-167973000,505070000,-475334000,505070000,584714000,660759000,958476000,38,160866000,514180000,-12529000,-1762000,-107922000,223368000,29477000,39,47,20,668,662574000,-210227000,729055000,4438447000,1861310000,278699000,2099003000,2339444000,4438447000,2013,3.43,147250728.9,2530809000
188893000,-10932000,1728000,39,-53775000,76,878164000,0,1321000,181,749792000,1080538000,1027851000,226246000,71,1886560000,301043000,1064964000,0,-25064000,1485359000,994555000,191793000,777574000,-504992000,-78337000,545275000,-667189000,545275000,630906000,629775000,992309000,37,154382000,588391000,-57891000,-1361000,-12001000,234429000,4159000,39,74,20,181,79994000,-1159357000,764799000,4657481000,2096330000,1156855000,1382447000,3275034000,4657481000,2014,3.86,141262953.4,2665456000
310543000,-79070000,40900000,40,-52480000,23,223444000,0,1287000,177,921052000,1229911000,1121864000,293230000,67,2030870000,343391000,1785563000,0,116100000,3511098000,1250764000,-654720000,814214000,-876973000,-604500000,606828000,-908212000,606828000,687744000,816679000,1103932000,37,161308000,687758000,-130233000,-671702000,-571476000,250391000,-14129000,37,74,20,177,305386000,-1133148000,785179000,6672314000,1727881000,974649000,1523931000,5148383000,6672314000,2015,4.68,129664102.6,3018227000
2670000000,234000000,145000000,13,-4809000000,9,635000000,-549000000,0,88,2145000000,4608000000,3749000000,49276000000,43,7164000000,1334000000,0,2819000000,-28000000,19274000000,1355000000,-687000000,4898000000,-417000000,-5168000000,2415000000,789000000,2350000000,2415000000,1785000000,4463000000,27,4165000000,923000000,0,19000000,-272000000,5771000000,-108000000,23,20,15,48,0,-33000000,914000000,63149000000,6162000000,7014000000,19004000000,43770000000,62774000000,2012,2.7,894444444.4,16537000000
2616000000,-153000000,-1052000000,9,-5463000000,12,659000000,517000000,0,102,2298000000,3383000000,2559000000,52091000000,43,7270000000,849000000,0,2298000000,-50000000,21344000000,770000000,31000000,6097000000,-324000000,-5742000000,1710000000,1937000000,1644000000,1710000000,2075000000,3255000000,19,3053000000,582000000,0,42000000,-151000000,5221000000,-162000000,15,13,10,60,0,692000000,934000000,64546000000,5614000000,5525000000,19764000000,44407000000,64171000000,2013,1.88,909574468.1,17087000000
3323000000,-352000000,-667000000,10,-5977000000,8,710000000,341000000,0,65,2293000000,3843000000,3008000000,55814000000,40,7436000000,977000000,0,1969000000,811000000,20644000000,1802000000,51000000,5815000000,644000000,-6408000000,2031000000,876000000,1963000000,2031000000,1988000000,3642000000,20,4334000000,1197000000,0,-33000000,-322000000,6217000000,-185000000,16,14,11,43,0,809000000,981000000,70233000000,5864000000,8961000000,20926000000,48932000000,69858000000,2014,2.19,927397260.3,18467000000
3434000000,243000000,-178000000,11,-7393000000,15,1404000000,17000000,0,71,2395000000,4469000000,3629000000,62354000000,44,7678000000,1194000000,0,1929000000,-567000000,24688000000,3723000000,694000000,6274000000,1700000000,-7280000000,2421000000,1218000000,2367000000,2421000000,2162000000,4282000000,24,4989000000,1031000000,0,-75000000,-283000000,7910000000,533000000,21,17,14,50,0,70000000,997000000,78318000000,6526000000,9129000000,21982000000,56218000000,78200000000,2015,2.6,931153846.2,17489000000
648000000,-35000000,0,106,-117000000,66,1542000000,0,412000000,124,137000000,1358000000,1299000000,249000000,100,4702000000,425000000,1033000000,0,-74000000,799000000,-457000000,782000000,782000000,-1743000000,-130000000,1376000000,-335000000,1376000000,874000000,1057000000,1358000000,29,429000000,324000000,-196000000,-12000000,4000000,530000000,1496000000,28,100,29,124,7384000000,-934000000,3207000000,6061000000,2941000000,2372000000,1301000000,4760000000,6061000000,2013,5.01,274650698.6,4702000000
2264000000,-9000000,-9000000,24,-92000000,64,2497000000,0,412000000,101,134000000,113000000,54000000,206000000,100,5051000000,245000000,1004000000,0,-103000000,795000000,0,955000000,1209000000,-462000000,-65000000,-115000000,1355000000,-115000000,-191000000,1292000000,113000000,2,214000000,170000000,-514000000,-11000000,12000000,669000000,183000000,1,11,2,101,6946000000,-169000000,4795000000,6773000000,3962000000,3920000000,488000000,6285000000,6773000000,2014,-0.42,273809523.8,5051000000
766000000,-118000000,11000000,596,-139000000,51,1481000000,0,412000000,113,157000000,1917000000,1815000000,270000000,100,5313000000,547000000,1522000000,0,-1665000000,3468000000,2817000000,-1016000000,195000000,1510000000,-2525000000,1156000000,531000000,1156000000,1268000000,1100000000,1917000000,36,213000000,709000000,-600000000,-5000000,-2382000000,644000000,-107000000,34,936,22,113,7636000000,-904000000,3250000000,8183000000,3296000000,2908000000,194000000,7989000000,8183000000,2015,4.26,271361502.3,5313000000
743000000,-177000000,1101000000,324,-115000000,92,2392000000,0,412000000,141,181000000,3369000000,3188000000,271000000,100,5661000000,960000000,1506000000,0,-90000000,3564000000,-71000000,911000000,1464000000,-1600000000,1205000000,2106000000,-853000000,2106000000,2228000000,1122000000,3369000000,60,272000000,149000000,-773000000,-39000000,1321000000,713000000,175000000,56,490,37,141,9210000000,-1035000000,3212000000,8669000000,3671000000,2611000000,650000000,8019000000,8669000000,,,,5661000000
